nama_penulis,rating,teks_ulasan,waktu,likes
Good_Yoci,5.0,Sangat bagus lengkap,a year ago,0
Moh Yudi Mahardika 186,5.0,Terbaik,a year ago,0
Bagus Muhammad Firdaus,5.0,Mantappp 👍,3 years ago,0
Fathul Manan,5.0,Pelayan bagus,2 years ago,0
Aisa k. dela,5.0,laptop second garansi recommended,3 years ago,0
Rifqi Muammar Hanif,5.0,Jual laptop well 👍🏽,a year ago,0
Arma Rizki,5.0,"Mantab, kualitas joss",3 years ago,0
Miccele Rossy Nugroho,5.0,harga sangat terjangkau,3 years ago,0
Ezra Victorio,5.0,,7 months ago,0
Angga Febi,5.0,Solusi laptop 2nd rasa baru,4 years ago,0
maulana ashari,5.0,Mantapsss...,a year ago,0
Dina Damayanti,5.0,Bagus bagus barangnya,2 years ago,0
ifham hakim,5.0,Laptop second tapi mulus bener,2 years ago,0
yusuf aja,5.0,toko bagus,2 years ago,0
Anton Baihaqi,5.0,Sangat recomended 👍🏻👍🏻,a year ago,0
Adien Naufal A.N.,5.0,masnya baguss,3 years ago,0
Endang Yuliningsih,5.0,Mantap betul,2 years ago,0
Vivo,5.0,Mantap,a year ago,0
Arjuna Nugraha,5.0,tempat yang keren dan estetik,a year ago,0
Rizal Faiz,5.0,sangatt okee 👍👍👍,a year ago,0
Azmi Azzam,5.0,sangat ramahh dan mantap,3 years ago,0
Siraj Arkhan,5.0,sangat sesuai expectation,3 years ago,0
Ali Nur Sya'Ban,5.0,Bagusss,a year ago,0
bayu Sajiwo,5.0,Memuaskan,3 years ago,0
Zidane AhmadArrafi,5.0,Bintang 5 masse,3 years ago,0
Diajeng Adelini,5.0,Bagus polllllll 🙏🏻🙏🏻,2 years ago,0
Ahmad Syarifudin,5.0,Terbaik👍,3 years ago,0
Enok Dana,5.0,👍👍👍👍,a year ago,0
Nandoo,5.0,Mantap!!,2 years ago,0
hesti mahanani,5.0,Oke,a year ago,0
Kadari Ari,5.0,👍👍👍,2 years ago,0
Yusuf Abdurahman,5.0,Mantapsss,3 years ago,0
Niko Riza22,5.0,oke,a year ago,0
NOFACE_911,5.0,MANTAP PELAYANAN BAGUS,a year ago,0
Regita Rifaningtyas,5.0,mantabb 💗💗💗,7 months ago,0
Caldera Abel Fida Haryanta,5.0,Mantap,a year ago,0
Fadhli Addifa,5.0,mantap sat set,3 years ago,0
1835_ Surya Abimartito Rachmat Anansyah,5.0,Sangatt baikkk,2 years ago,0
wisnu sabdana,5.0,terbaik,3 years ago,0
Best Nadya,5.0,Mantap!,2 years ago,0
Muhammad Irfal,5.0,Banyak bonus nya ☺️☺️☺️,2 years ago,0
Avi Pransiska,5.0,mantap mas,2 years ago,0
Fardhan Ardi Wibowo,5.0,Mantap maszeh,3 years ago,0
Alvin Mumtaz,5.0,mantapp,a year ago,0
adit syahbani,5.0,baguss,a year ago,0
muhamad thomy,5.0,Gampang di cari,3 years ago,0
ksatria pramudya,5.0,Mantap jaya,3 years ago,0
Ali Ramdani,5.0,👍👍👍👍,2 years ago,0
Fitri Ani,5.0,Mantabb👍🏻👍🏻,a year ago,0
Fikri Barka,5.0,Mantab bgt,3 years ago,0
Gilang Permadhi Sukamto,5.0,Mantap mantap laptopnya,3 years ago,0
febri ariyanto,5.0,mantap,a year ago,0
Mesge Bayutara,5.0,,10 months ago,0
Alee Wafa,5.0,Cool keren,a year ago,0
Balya Ibnu Mulkan,5.0,,10 months ago,0
Yoga Putra Perdana,5.0,,3 years ago,0
Zee Dan,5.0,,a year ago,0
atanasius zeno,5.0,,a year ago,0
Nicky Saputra,5.0,Mantaaab!,3 years ago,0
maura rahma,5.0,woww laptop bagusshh,a year ago,0
Ahmad Jawahir,5.0,,a year ago,0
Fajar Rizqi,5.0,Mantap,a year ago,0
Kasan Asngari,5.0,Recomen,a year ago,0
fadhil dzaki,5.0,"mantabbb, rekomen",3 years ago,0
melvina nandasari,5.0,👍👍👍👍👍,2 years ago,0
Hemas Keni Darmawan,5.0,Siip,2 years ago,0
yelsa archive,5.0,kerennnn,2 years ago,0
Adrian Rendito,5.0,mantap,2 years ago,0
Muhammad Yudha Arifin,5.0,,a year ago,0
Redaksi Bekicot Balap,5.0,Wangun :)),a year ago,0
Khatami Rasyad,5.0,Amanah,2 years ago,0
Lutfi Safi,5.0,mantapp,2 years ago,0
Intan Zahra,5.0,,2 years ago,0
skyzi fauziah,5.0,,2 years ago,0
Ganang Dwi Prasetyo,5.0,baguss,2 years ago,0
AprillyanKusuma,5.0,Mantabbb,2 years ago,0
Raul Zendrato,5.0,,2 years ago,0
Rifqi Ansori (Iphi),5.0,Murah,2 years ago,0
Satrio Damas,5.0,Jos markojos,2 years ago,0
Dandy Trisandi,5.0,,3 years ago,0
Irza Nurikhlas,5.0,Mantap,2 years ago,0
Riski F,5.0,Joossss,2 years ago,0
Ahmad Shubhan,5.0,Keren,2 years ago,0
AKIL HIDAYAT,5.0,Mantap,2 years ago,0
Rizky Maksum,5.0,Mantap,2 years ago,0
azzam khoir,5.0,Mantabb,2 years ago,0
Rivaldi Octa,5.0,mantap,2 years ago,0
Fahmi Sofiriansah,5.0,gokilll og,2 years ago,0
Rahmat Bagas,5.0,Mantep,2 years ago,0
Rakha Arya Cahya,5.0,Mantab,2 years ago,0
Yohanes Danu Rhadian,5.0,Mantapp,3 years ago,0
Athuf Mauludan,5.0,Mantap,3 years ago,0
Faqih Sayyaf,5.0,Mantap,3 years ago,0
Ratna Yudhiyati,5.0,Interaktif dan ramah,3 years ago,0
Imam Ramadhan,5.0,Mamtapppp,2 years ago,0
ahmad komaru,5.0,Mantap,3 years ago,0
tirtadistira mile,5.0,Mantap,3 years ago,0
Satrio Aji,5.0,Mantaapp,3 years ago,0
Angger Raafiu,5.0,Recomended,3 years ago,0
Xaverian Okka,5.0,top markotop 👌,3 years ago,0
Gregorius Pragnya Dipta Baskara,5.0,Mantapp,3 years ago,0
Mochamad Riyan,5.0,Mantap,3 years ago,0
Benny Aprianto Saputra,5.0,Bagus,3 years ago,0
Yogi Prasetyo,5.0,Mantap,3 years ago,0
Khoirul Misbah,5.0,Baguss,3 years ago,0
Risky ga,5.0,Mantapp,3 years ago,0
Adam Fariski Nurdyanto,5.0,Mantap,3 years ago,0
ryuki hariyadi,4.0,Ttrendi,3 years ago,0
Andi Saputra,5.0,Recomended,3 years ago,0
Yusman Syahrir,5.0,Recomended,3 years ago,0
Yovan Irvan,5.0,Ramah,4 years ago,0
AHMAD MUNDIR,5.0,Mantappp,3 years ago,0
UNA RINDU,5.0,Bagus,3 years ago,0
Tirta Sari Wijayanti,5.0,Mantaaappp,a year ago,0
Ardi Sudiatmoko,5.0,Istimewa,a year ago,0
Inayah,5.0,terpercaya,3 years ago,0
Syifa Adena Maharani Putri,5.0,rekommended,2 years ago,0
erwin fahida,5.0,,a year ago,0
farihnuman hakim,5.0,,3 years ago,0
Fuad Jordan Erfianto,5.0,Laptop murah,3 years ago,0
Brigita putri,5.0,bagus banget,3 hours ago,0
hanim usmantoro,5.0,"Pelayanan ramah, langsung direkomendasikan sesuai pengguna dan dibantu juga untuk cek kondisi fisik dan software laptop,, dan satu lagi Minggu tetap buka cocok bagi pekerja kantoran",3 days ago,0
Ardi Firmansyah,5.0,"Mantap, masnya baik dapat diskon cuy 👍🏻
Ready barang masih bagus bagus dan terawat",4 days ago,0
Afrizal fr,5.0,MANTAB PRODUKNYA OKE SEMUA GOKIL,4 days ago,0
Yoga Lekhel pratama,5.0,,6 days ago,0
revalina alfanda,5.0,,a week ago,0
husein umar,5.0,,2 weeks ago,0
Ainun Shelvi,5.0,,3 weeks ago,0
• Ari •,5.0,,3 weeks ago,0
Danisa Ramadani09,5.0,,a month ago,0
Petter,5.0,,a month ago,0
Albet 6704,5.0,,a month ago,0
Denaya Safira,5.0,,a month ago,0
Acja Sunan dika,5.0,,a month ago,0
Zahwa,5.0,,a month ago,0
rizal arif permadi,5.0,,a month ago,0
Azka Alimun Nisa,5.0,,2 months ago,0
Amalina Sabrina,5.0,,2 months ago,0
191_Joseph Andorojati Crisopras,5.0,,2 months ago,0
fahmita fadila,5.0,,3 months ago,0
Aqmal Nur Jihad,5.0,,3 months ago,0
2714 Rifqi ikbar wahyono,5.0,,3 months ago,0
Topan Rijadi,3.0,,3 months ago,0
Lulu Anabah,5.0,,3 months ago,0
Nisrina Khoirunnisa,5.0,,4 months ago,0
nuu nuuu,5.0,,4 months ago,0
Natas,5.0,,4 months ago,0
Priyo Purnomo,5.0,,4 months ago,0
William Darmawan,5.0,,4 months ago,0
Cathrine Natasha,5.0,,4 months ago,0
Taqwa Farel Ino Kurnia Putra,5.0,,4 months ago,0
Aldo Nurcholis,5.0,,5 months ago,0
Nashifah Nurul,5.0,,5 months ago,0
Bayu Ady Wijanarko,5.0,,5 months ago,0
venta Apryllanda,5.0,,5 months ago,0
briliant riziek_FBS,5.0,,5 months ago,0
Muh. Nur Afiz,5.0,,5 months ago,0
Hidayatullah Syarif,5.0,,6 months ago,0
Wafi Al Ghifari,5.0,,6 months ago,0
nur kadarisman,5.0,,7 months ago,0
Miftalia Muslimah,5.0,,7 months ago,0
Jeki Store,5.0,,7 months ago,0
Gafi Akbar Putra,5.0,,7 months ago,0
Muhamad Nazarudin Miftah,5.0,,7 months ago,0
Doni Sanjaya,5.0,,7 months ago,0
Arif Suprayogi,5.0,,7 months ago,0
Septian Nugroho,5.0,,8 months ago,0
Intan Rahmawati,5.0,,8 months ago,0
Peni Susanti,5.0,,8 months ago,0
Dwi Haryanto,5.0,,8 months ago,0
Bagus Prakoso,5.0,,9 months ago,0
Vergie Thie,5.0,,10 months ago,0
Satria Jono,5.0,,10 months ago,0
Fitri Puspita Arum,5.0,,10 months ago,0
Cilacap Id 01,5.0,,10 months ago,0
Lxuriel,5.0,,10 months ago,0
A fathur Rahman,5.0,,11 months ago,0
Atthoriq Rafi,5.0,,Edited 11 months ago,0
Muhammad Faiqurrahman,5.0,,a year ago,0
Mishbahuddin Rafi,5.0,,a year ago,0
Rifka Rahma,5.0,,a year ago,0
Rizieq Al jaufanie,5.0,,a year ago,0
naufal syafiq,5.0,,a year ago,0
Firdaus Hasibuan,5.0,,a year ago,0
24_Rafin Adika Rifasya,5.0,,a year ago,0
Mario Putra,5.0,,a year ago,0
Zaky Sofyanda,5.0,,a year ago,0
Djati Bima,5.0,,a year ago,0
Dyto Batu,5.0,,a year ago,0
yuny ester,5.0,,a year ago,0
Manja Official,5.0,,a year ago,0
Putri Maharani,5.0,,a year ago,0
Rendi Liu,5.0,,a year ago,0
teguh nur rochim,5.0,,a year ago,0
Regina amelia Gultom,5.0,,a year ago,0
Allysia Simatupang,5.0,,a year ago,0
Nasywa Addinda,5.0,,a year ago,0
Herlin Arwita,5.0,,a year ago,0
Bagas Satrio Wicaksono,5.0,,a year ago,0
Muhammad Nouval Ardi Firdzatullah,5.0,,a year ago,0
Gregorius Bagas Tri Pangestu,5.0,,a year ago,0
Arif Ardy Wibowo,5.0,,a year ago,0
Mustakim Muchtar,5.0,,a year ago,0
Taufik AssaM,5.0,,a year ago,0
Defa Rizky,5.0,,a year ago,0
Fahmi Arfandi,5.0,,a year ago,0
Thoriqul Aziz,5.0,,a year ago,0
Siti Rokhimah,5.0,,2 years ago,0
Muhammad Iksan,5.0,,2 years ago,0
suryadin andhy,5.0,,2 years ago,0
Usman Priyagung (2021013043),5.0,,2 years ago,0
Ahmad Zainal,5.0,,2 years ago,0
10.11,5.0,,2 years ago,0
Hana Anifatun Fauziyah,5.0,,2 years ago,0
Anisa Baiti,5.0,,2 years ago,0
Bariroh Nurrochimah,5.0,,2 years ago,0
Sycamore story,5.0,,2 years ago,0
Rakhma Permata,5.0,,2 years ago,0
Bella Dian,5.0,,2 years ago,0
Livia Evi,5.0,,2 years ago,0
Helen Riski,5.0,,2 years ago,0
Fucking Name,5.0,,2 years ago,0
Irna Andini,5.0,,2 years ago,0
Yoga Sebriyan Nugroho,5.0,,2 years ago,0
Bella Jade Khadidjah (Bellajadew),5.0,,2 years ago,0
Rifqi Ansori,5.0,,2 years ago,0
Nanik Afrida,5.0,,2 years ago,0
Fbrii Key,5.0,,2 years ago,0
yanisa larasati,5.0,,2 years ago,0
Sapari Jaya,5.0,,2 years ago,0
Fahda Auliandika,5.0,,2 years ago,0
charissa hanan,5.0,,2 years ago,0
Citra Agis,5.0,,2 years ago,0
Ghalib Said,5.0,,2 years ago,0
khikmatul muna,5.0,,2 years ago,0
SMP Kota Mungkid,5.0,,2 years ago,0
Eka Ilmi Utami,5.0,,2 years ago,0
Umianisah Apriliani,5.0,,2 years ago,0
ihsan habibi,5.0,,2 years ago,0
Muhammad Farkhan,5.0,,2 years ago,0
Sopian Kamil,5.0,,2 years ago,0
faris amsyal,5.0,,2 years ago,0
Mohammad Lugas Al Farabi,5.0,,2 years ago,0
Angga Sungsang,5.0,,2 years ago,0
Hermawan Wawan,5.0,,2 years ago,0
Serena Chelsea,5.0,,2 years ago,0
Setrah,5.0,,2 years ago,0
Galih Lasmana,5.0,,2 years ago,0
Farobi Izzulhaq,5.0,,2 years ago,0
Natya Auniah,5.0,,2 years ago,0
Aji Muhamad,5.0,,2 years ago,0
Aulia Pinunggul Jati,5.0,,2 years ago,0
Tanaman Jogja,5.0,,2 years ago,0
Yulianto Esti,5.0,,2 years ago,0
Rifki Akhmad Fauzie,5.0,,2 years ago,0
Talitha Azura,5.0,,2 years ago,0
L,5.0,,2 years ago,0
Ayu Masithoh,5.0,,2 years ago,0
Wiji Makrifati9,5.0,,2 years ago,0
dio eko,4.0,,2 years ago,0
fahrodin M2,5.0,,2 years ago,0
Muhammad Alfadigo,5.0,,2 years ago,0
Satriawan Rustaman,5.0,,2 years ago,0
Sufi Fawwaz,5.0,,2 years ago,0
Bima Tovan,5.0,,2 years ago,0
Satria Krisna,5.0,,2 years ago,0
Isnaniga T,5.0,,2 years ago,0
Sabam Jarliman,5.0,,2 years ago,0
Rangga Adi,5.0,,2 years ago,0
Dora corry Laura Tambunan,5.0,,3 years ago,0
Bang Gurinjay,5.0,,3 years ago,0
Rahmat Sholih,4.0,,3 years ago,0
Faridatussalma,5.0,,3 years ago,0
028_Risma kholilatus Salma,5.0,,3 years ago,0
Ag,1.0,,3 years ago,0
Eka Susilo Purnomo,5.0,,3 years ago,0
Aminudin Fajrul,5.0,,3 years ago,0
Widya Rahmah,5.0,,3 years ago,0
Hermawan Adhi Saputra (heradhis),5.0,,3 years ago,0
Dendy Diendrawan,5.0,,3 years ago,0
Hamim Thohari,5.0,,3 years ago,0
naufaladhi _,5.0,,3 years ago,0
irnazia “Zee” suryaningrum,5.0,,3 years ago,0
Abraham Galang Appang Madao,5.0,,3 years ago,0
Syafiq Hilmy Ardani,5.0,,3 years ago,0
Alfonsus Fribiyan Riswara,5.0,,3 years ago,0
Riki priatna,5.0,,3 years ago,0
Vinsen Kevin m.,5.0,,3 years ago,0
Ari Budi,5.0,,3 years ago,0
arief pramudito,5.0,,3 years ago,0
Alviana Ana,5.0,,3 years ago,0
Taufiq Agung Pambudi,5.0,,3 years ago,0
Yeni Nur Prilanita,5.0,,3 years ago,0
Elya Artha,4.0,,4 years ago,0
RENJIS FARHAN,5.0,,4 years ago,0
kelik Ab,5.0,,4 years ago,0
